2253,816.605
10820,807.037
8846,801.116
2522,799.486
6907,793.705
3370,793.266
8714,789.595
11496,777.558
8381,771.967
5842,762.383
2155,761.426
8208,745.579
5498,745.249
6311,742.125
849,738.724
640,736.997
919,736.845
9605,736.306
822,734.895
9301,733.5
149,731.278
6556,731.222
3663,730.012
1744,725.963
2729,720.624
3544,711.873
8022,710.234
11414,709.6
5103,708.48
3656,707.978
8161,707.224
5264,706.62
10715,704.418
977,703.009
5894,699.708
10233,698.882
11704,698.301
4743,698.233
679,697.215
429,695.904
8256,692.713
9242,692.601
9532,692.156
8165,690.23
8166,690.229
3400,682.968
6319,680.738
6667,679.658
9500,679.273
4922,673.009
11614,672.743
8648,671.411
3690,671.026
11104,670.479
6285,665.82
346,664.526
10978,663.41
7071,662.289
5854,661.429
3381,657.874
12568,656.177
8579,655.941
516,655.826
3376,653.297
5324,652.849
10921,651.128
8358,650.142
7083,649.539
9476,646.144
4992,645.92
6320,645.858
8448,644.031
897,643.287
9582,640.115
8783,639.04
6256,638.55
9610,633.981
4722,632.83
6331,629.86
6816,627.48
791,626.587
3368,625.334
6021,625.198
7970,624.772
6511,624.438
10856,622.703
1280,617.562
56,614.835
8288,612.387
866,609.755
8697,602.867
7987,601.156
6597,601.077
6269,600.935
10147,599.249
5882,598.001
2345,597.628
6560,597.133
11432,597.031
7969,596.923
732,596.517
9896,595.356
4855,594.418
8137,592.486
4101,589.603
5513,588.829
8371,588.791
10150,588.566
5646,587.94
8047,586.812
5120,583.791
65,582.627
10251,582.224
7982,581.222
5884,580.542
753,579.87
754,579.85
5685,578.839
4093,578.463
7092,576.332
9433,575.212
4413,573.403
8853,572.778
11483,571.332
9554,569.973
10365,569.45
6603,568.59
6040,567.227
9708,566.749
10595,562.381
6804,561.063
585,560.883
4735,560.053
11566,559.939
7309,559.376
1117,558.642
12397,556.905
11261,556.151
7312,556.061
3871,554.562
11134,554.427
10261,554.047
118,553.77
9024,553.682
5637,553.151
5665,551.617
1828,550.948
3691,549.882
3056,549.68
8421,549.626
3067,549.213
5148,546.448
4120,545.295
4238,545.008
8261,544.999
3068,544.843
3069,544.629
9661,544.299
12612,543.547
4094,543.485
2500,543.153
2349,542.258
4416,541.991
10566,540.88
9416,540.499
20,538.971
9306,537.896
2018,537.791
7518,537.617
2352,537.14
2580,535.601
3484,535.56
12226,535.172
9328,531.728
8960,531.575
10470,529.545
3387,528.444
8917,526.946
738,523.013
11419,522.965
6531,522.613
756,521.416
6207,519.998
8965,519.381
5021,517.13
2333,515.525
10159,515.516
9792,514.593
3517,512.266
4880,509.95
5647,507.097
132,507.035
6192,506.393
12255,506.31
4541,504.297
7921,503.155
12219,501.857
2501,501.665
9468,500.038
7950,499.254
4542,499.138
8038,496.799
2879,496.11
352,495.608
338,494.798
9709,493.449
12099,492.607
10310,492.584
4187,491.703
2496,491.472
4896,489.696
1030,488.659
9607,488.145
3106,487.714
3695,487.21
11502,486.988
226,483.906
11427,483.874
1227,481.941
10755,481.705
171,481.324
3559,478.462
7805,478.017
8449,477.452
9137,475.088
11775,474.557
9628,474.48
381,474.086
10452,470.898
9382,468.882
9916,466.623
7994,466.592
3938,465.913
6394,464.649
476,464.12
9044,463.808
777,462.874
9226,462.584
5678,461.072
12575,460.583
11262,459.115
12464,458.634
9201,458.222
1703,457.811
11575,456.225
9575,456.146
6621,455.335
8535,455.266
3673,455.18
6333,454.223
2649,454.193
12576,453.774
2651,453.637
8856,452.125
10838,449.107
6360,446.476
5286,445.687
4487,444.549
4208,442.776
12688,442.525
4968,442.023
9104,441.119
1931,440.214
10094,437.476
8608,437.234
11529,437.116
3481,434.952
10993,434.478
4131,433.931
7284,432.902
1196,431.797
9486,431.747
4583,431.711
11788,430.614
852,430.384
675,428.351
9780,427.983
6365,427.483
3397,427.105
8654,426.778
12433,426.317
8869,425.48
9484,423.819
8374,423.722
4029,422.033
6915,421.442
11581,421.282
4030,421.15
4658,418.699
575,418.298
10947,418.16
1780,417.262
3570,417.149
3371,416.212
2679,414.692
7806,414.641
6841,413.071
1674,410.946
2046,410.479
736,409.336
9033,407.318
9309,406.022
2170,405.723
8065,405.322
3218,404.981
7469,404.823
7801,402.57
300,402.566
11224,402.018
10998,401.811
120,400.264
208,400.167
4629,399.852
349,398.981
3425,398.359
3757,397.799
12508,397.324
3157,396.532
3664,396.194
3457,395.672
50,395.104
11075,395.072
11550,395.056
1723,391.083
7566,391.054
3720,390.28
9805,389.803
7214,389.791
7576,389.31
7696,389.179
4488,388.547
593,388.474
10537,388.052
12306,388.038
6209,387.225
8611,387.107
1177,386.648
2048,386.437
1050,386.403
3657,385.97
7005,385.018
8209,384.983
9769,384.952
504,384.64
4137,383.322
3246,382.915
4481,382.732
559,381.898
5234,380.142
8794,379.534
173,378.821
4901,378.687
8565,378.519
8920,377.165
6960,376.201
7473,376.093
9477,375.74
10758,375.563
716,374.864
2787,374.188
2263,373.505
6608,372.513
12619,372.253
10822,371.611
6482,371.589
3030,371.553
602,371.197
2710,371.146
32,370.861
1997,370.826
8694,370.673
1983,370.605
5061,369.764
7577,369.747
58,368.754
8826,368.674
7886,367.793
7393,367.562
2004,366.303
3665,365.615
11433,365.553
8828,364.744
4485,364.589
4266,364.571
7226,364.39
4895,364.213
2740,364.117
7008,363.373
7525,362.903
3727,362.84
12120,361.59
37,360.712
4744,360.627
6961,359.67
8657,359.16
7009,359.081
10083,359.014
39,358.718
2889,358.65
11712,358.64
2791,357.884
8401,357.413
3889,356.986
6327,356.92
8538,356.596
3599,356.493
6435,354.88
7847,354.118
10494,353.958
9400,353.447
10869,352.212
4112,351.971
12252,351.794
4206,350.694
1317,350.658
11534,349.49
1819,348.889
8961,348.855
6421,348.712
12179,347.747
2844,347.143
978,346.755
6701,346.71
12232,346.643
3351,346.113
10526,344.974
2582,344.424
11488,344.292
8335,344.125
6271,343.059
4716,341.931
10257,341.839
9439,341.61
1885,341.338
8996,341.314
11241,340.4
2126,339.63
7419,339.13
1860,338.13
2179,336.691
6462,336.448
8830,336.111
12399,335.424
2378,334.079
10134,333.278
8062,332.89
11525,332.715
9501,332.646
7873,332.463
2965,332.264
9284,331.733
2025,331.266
5121,330.215
6894,329.142
2586,327.404
2967,327.163
855,326.863
9775,326.635
2783,326.466
7520,325.906
819,325.383
9446,324.549
1070,324.3
3705,323.538
5962,323.441
11576,323.414
10568,323.344
5644,323.031
9020,321.513
5522,320.972
12172,320.196
10135,319.632
8267,318.998
9638,318.354
12229,318.071
946,317.145
462,316.631
824,316.405
7181,314.932
1853,314.014
12591,313.941
106,313.853
3435,313.509
4755,313.068
7585,311.38
5129,311.212
151,309.692
1287,309.606
3639,308.87
2214,307.891
11128,307.489
776,307.433
4975,306.647
3697,305.799
2826,305.704
9209,305.502
9559,304.812
11486,304.524
5860,304.188
5861,304.187
11443,302.359
7968,301.988
2897,301.565
6146,301.414
1711,301.335
2397,300.967
7849,300.515
2226,299.903
11645,299.791
6406,299.648
3473,299.294
8614,298.692
2453,298.53
1807,298.209
10265,297.248
7175,296.794
11810,296.553
6940,295.168
4856,295.163
4346,295.143
12185,294.855
2158,294.5
5659,294.32
9566,294.303
5108,294.166
3730,292.847
8050,292.67
8051,292.298
12594,292.009
11996,291.879
12494,291.71
960,290.285
2334,289.936
5594,289.713
4670,288.41
5325,288.407
11563,288.369
6306,288.302
6273,288.26
3823,288.106
11011,287.739
3892,287.726
1272,287.422
430,287.281
10161,286.579
8854,285.447
10873,285.398
5015,285.38
2400,284.772
10127,284.695
2279,284.676
3628,284.498
6322,284.272
2273,284.227
2286,283.546
2287,283.545
825,283.475
2330,283.277
2043,282.142
4888,281.702
10023,281.432
11453,280.899
11754,280.472
10864,280.432
7172,280.232
9038,280.166
9587,279.942
5422,279.14
3587,278.901
1392,278.726
8011,278.45
9783,278.348
1331,278.327
2697,277.291
1274,277.171
7041,276.964
10570,276.959
3776,276.835
4433,276.265
2905,276.009
3337,276.001
6233,275.894
4102,275.826
5399,275.796
251,275.441
6692,275.333
8004,275.017
3132,274.98
119,274.76
1431,274.466
3355,274.298
438,273.234
3228,272.882
8861,272.198
7992,271.809
8962,271.65
10571,270.025
12268,269.879
10517,269.656
3275,269.64
3747,269.461
7025,268.982
241,268.75
6312,268.472
3588,268.288
6648,268.154
7622,267.577
1111,267.54
3174,267.104
10551,266.925
9347,266.387
4129,265.93
5677,265.916
12374,265.839
5213,265.408
7949,265.214
3591,264.552
2833,264.259
2541,264.165
2390,264.164
215,264.016
1508,262.934
11357,262.909
12115,262.845
686,262.771
6785,261.581
4763,261.568
2757,261.135
6432,260.728
5679,260.217
11801,260.16
8525,259.704
11694,258.649
10756,257.708
4049,257.685
8780,257.299
2521,257.038
1075,256.945
3835,256.458
6411,256.417
5541,256.381
3212,256.142
3372,256.082
3693,255.868
3648,255.317
8000,255.317
5864,254.833
5097,254.771
1838,254.757
9170,254.282
3277,254.084
496,254.044
12503,253.889
1869,253.875
3301,253.771
11049,252.994
7931,252.861
8566,252.327
2806,252.043
10599,252.017
3524,251.494
12163,251.36
3634,251.322
375,251.021
9205,250.988
12387,250.901
829,250.872
12499,249.994
833,249.71
821,249.653
1221,249.648
4270,249.396
2565,249.329
901,249.178
6787,249.156
2957,248.935
999,247.977
2272,247.973
6212,247.687
3421,247.643
12509,247.413
9626,247.278
7815,247.243
2516,247.2
274,246.786
5580,246.657
11706,246.274
4785,245.795
6329,245.31
2053,245.293
2472,244.803
8001,244.598
12269,244.51
324,244.352
12273,244.089
759,243.807
10237,243.234
2391,243.015
1476,242.779
7602,241.897
2293,241.781
8660,241.64
6924,241.165
5254,240.541
5476,240.341
560,240.165
6338,239.856
4338,239.846
4894,239.612
1839,239.572
1477,239.285
5963,239.217
5687,238.872
6788,238.392
7669,238.292
10727,237.87
10837,237.832
1686,237.208
12304,237.028
11032,236.76
9569,236.597
7072,235.978
7423,235.827
7808,235.729
1058,235.283
8700,234.855
209,234.312
2880,233.975
10480,233.668
11631,233.371
3596,233.133
8340,232.901
2336,231.956
7629,231.836
3263,230.752
6381,230.691
9150,230.588
8213,230.474
4283,229.519
6927,229.177
8922,229.097
9866,228.788
3179,228.366
9849,228.287
11107,228.149
8662,227.697
9111,227.334
9739,226.643
9212,226.508
3832,226.366
4104,226.292
2171,226.154
10155,225.899
9931,225.639
10577,225.063
10465,224.872
2199,224.521
3497,224.432
10889,224.133
8873,223.795
4342,223.204
9316,223.005
5481,222.985
2394,222.809
220,222.612
210,222.326
912,221.306
6257,221.161
7620,220.922
7892,220.879
1735,220.8
5001,220.668
2468,220.084
11216,219.815
3433,219.271
6050,219.248
2229,219.026
3075,218.732
7293,218.646
3556,218.571
8396,218.101
8302,217.961
2498,217.646
255,217.146
8947,216.802
1682,216.654
9520,216.652
10045,216.424
4298,216.19
211,215.867
9441,215.649
4144,215.42
7610,215.273
2421,215.048
7671,212.612
393,212.106
11050,212.098
9361,211.989
1258,211.637
5825,211.419
195,210.917
10701,210.916
3520,210.601
8833,210.455
2007,210.312
6877,210.244
7876,210.014
1765,209.762
10246,209.34
5216,209.112
5357,208.807
6733,208.789
6611,208.566
9722,208.2
1590,207.912
3916,207.623
7546,207.374
8841,207.339
11480,207.145
2469,207.009
497,206.976
339,206.861
5094,206.846
2978,206.638
3620,206.316
6266,205.676
3242,205.43
5208,205.036
4523,204.669
4033,204.197
9784,204.123
8545,204.122
9728,204.07
3896,203.805
10759,203.536
1253,203.372
3414,203.339
12749,203.22
2364,203.116
6677,202.803
2105,202.514
1185,202.497
5512,202.212
5668,202.003
2700,201.897
10114,201.202
9771,201.071
5896,200.961
4140,200.396
10875,200.319
3662,200.177
8150,199.909
25,199.703
10827,199.515
3409,199.167
2318,198.994
4347,198.962
8658,198.853
2923,198.834
3302,198.09
5178,197.758
11601,197.508
9302,197.461
10519,197.308
6473,197.23
1766,197.001
10879,196.915
10600,196.406
8412,196.336
8116,196.307
8380,195.654
7640,195.578
11716,195.525
6385,195.518
4904,195.497
8721,195.373
2220,195.16
6729,195.113
6369,194.788
10587,194.728
863,194.491
3874,194.261
10238,194.016
11658,193.971
6400,193.881
8269,193.78
3866,193.73
7914,193.327
9635,193.291
5478,193.117
10743,193.02
8929,192.963
345,192.892
7903,192.595
9272,192.082
1142,192.017
902,191.93
9040,191.656
8249,191.242
5151,191.065
11132,191.057
11902,190.471
11021,190.446
6196,190.417
9112,190.332
12713,190.306
8940,190.243
10912,190.152
667,190.148
3996,190.109
9527,189.75
4318,189.713
5334,189.252
5147,189.212
831,188.999
9659,188.955
3224,188.901
1471,188.876
8788,188.721
6118,188.692
2187,188.463
9672,188.453
9810,188.385
6148,188.077
10733,187.814
11059,186.922
6522,186.379
11606,185.386
1262,185.3
3660,185.11
10734,184.879
84,184.713
844,184.576
7893,184.405
2163,184.371
9701,184.341
2436,184.318
4615,183.948
990,183.765
5605,183.742
9096,183.711
8438,183.285
2181,183.006
2182,182.81
5136,182.763
947,182.657
11335,182.493
2925,182.267
10705,182.207
10068,182.182
3525,181.666
10085,181.597
254,181.311
11372,180.918
5525,180.633
5509,180.51
2107,180.128
775,180.005
907,179.907
12233,179.828
9213,179.786
128,179.649
11061,179.584
174,179.577
792,179.359
10224,179.068
3057,178.918
5726,178.873
3201,178.635
11412,178.569
787,178.562
10162,178.536
10292,178.26
6500,178.229
10000,177.583
11736,177.262
5581,176.893
11362,176.87
11977,176.694
162,176.521
11817,176.428
5339,176.399
2412,176.343
12528,176.065
11668,176.058
10891,175.41
1794,175.349
8436,175.315
5086,175.206
10030,175.174
3521,175.131
8414,175.067
1355,174.994
6489,174.895
1414,174.855
2006,174.786
701,174.716
6570,174.666
11126,174.528
4970,174.417
7160,174.328
12624,174.047
12167,173.877
3840,173.656
11621,173.591
11315,173.542
54,173.538
3531,173.511
12523,173.438
8040,173.364
9153,173.02
159,172.681
8957,172.654
8152,172.37
12212,172.04
72,171.99
10997,171.916
590,171.87
2835,171.594
2426,171.516
10556,171.461
4768,171.252
678,171.207
5751,171.085
6463,170.989
4213,170.936
9456,170.815
5536,170.721
455,170.706
12262,170.411
2913,170.22
813,170.098
4843,170.014
2137,169.896
5353,169.855
12283,169.821
3530,169.631
10436,169.608
9423,169.6
9874,169.497
7552,169.445
5897,169.302
9640,169.286
9516,168.428
9534,168.377
6970,168.363
